"Plot Title: 21235295"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 21235295, SEN S/N: 21235295)","Coupler Detached (LGR S/N: 21235295)","Coupler Attached (LGR S/N: 21235295)","Host Connected (LGR S/N: 21235295)","End Of File (LGR S/N: 21235295)"
69,03/19/22 12:58:21 AM,20.650,,,,
70,03/19/22 01:28:21 AM,20.650,,,,
71,03/19/22 01:58:21 AM,20.603,,,,
72,03/19/22 02:28:21 AM,20.579,,,,
73,03/19/22 02:58:21 AM,20.627,,,,
74,03/19/22 03:28:21 AM,20.674,,,,
75,03/19/22 03:58:21 AM,20.650,,,,
76,03/19/22 04:28:21 AM,20.627,,,,
77,03/19/22 04:58:21 AM,20.627,,,,
78,03/19/22 05:28:21 AM,20.698,,,,
79,03/19/22 05:58:21 AM,20.674,,,,
80,03/19/22 06:28:21 AM,20.650,,,,
81,03/19/22 06:58:21 AM,20.627,,,,
82,03/19/22 07:28:21 AM,20.674,,,,
83,03/19/22 07:58:21 AM,20.698,,,,
84,03/19/22 08:28:21 AM,20.698,,,,
85,03/19/22 08:58:21 AM,20.674,,,,
86,03/19/22 09:28:21 AM,20.674,,,,
87,03/19/22 09:58:21 AM,20.746,,,,
88,03/19/22 10:28:21 AM,20.746,,,,
89,03/19/22 10:58:21 AM,20.746,,,,
90,03/19/22 11:28:21 AM,20.722,,,,
91,03/19/22 11:58:21 AM,20.746,,,,
92,03/19/22 12:28:21 PM,20.770,,,,
93,03/19/22 12:58:21 PM,20.770,,,,
94,03/19/22 01:28:21 PM,20.746,,,,
95,03/19/22 01:58:21 PM,20.698,,,,
96,03/19/22 02:28:21 PM,20.698,,,,
97,03/19/22 02:58:21 PM,20.698,,,,
98,03/19/22 03:28:21 PM,20.674,,,,
99,03/19/22 03:58:21 PM,20.674,,,,
100,03/19/22 04:28:21 PM,20.674,,,,
101,03/19/22 04:58:21 PM,20.722,,,,
102,03/19/22 05:28:21 PM,20.746,,,,
103,03/19/22 05:58:21 PM,20.746,,,,
104,03/19/22 06:28:21 PM,20.770,,,,
105,03/19/22 06:58:21 PM,20.793,,,,
106,03/19/22 07:28:21 PM,20.817,,,,
107,03/19/22 07:58:21 PM,20.793,,,,
108,03/19/22 08:28:21 PM,20.746,,,,
109,03/19/22 08:58:21 PM,20.722,,,,
110,03/19/22 09:28:21 PM,20.746,,,,
111,03/19/22 09:58:21 PM,20.722,,,,
112,03/19/22 10:28:21 PM,20.650,,,,
113,03/19/22 10:58:21 PM,20.603,,,,
114,03/19/22 11:28:21 PM,20.627,,,,
115,03/19/22 11:58:21 PM,20.627,,,,
116,03/20/22 12:28:21 AM,20.555,,,,
117,03/20/22 12:58:21 AM,20.507,,,,
118,03/20/22 01:28:21 AM,20.507,,,,
119,03/20/22 01:58:21 AM,20.531,,,,
120,03/20/22 02:28:21 AM,20.484,,,,
121,03/20/22 02:58:21 AM,20.436,,,,
122,03/20/22 03:28:21 AM,20.388,,,,
123,03/20/22 03:58:21 AM,20.388,,,,
124,03/20/22 04:28:21 AM,20.388,,,,
125,03/20/22 04:58:21 AM,20.341,,,,
126,03/20/22 05:28:21 AM,20.293,,,,
127,03/20/22 05:58:21 AM,20.269,,,,
128,03/20/22 06:28:21 AM,20.293,,,,
129,03/20/22 06:58:21 AM,20.246,,,,
130,03/20/22 07:28:21 AM,20.222,,,,
131,03/20/22 07:58:21 AM,20.198,,,,
132,03/20/22 08:28:21 AM,20.198,,,,
133,03/20/22 08:58:21 AM,20.222,,,,
134,03/20/22 09:28:21 AM,20.222,,,,
135,03/20/22 09:58:21 AM,20.222,,,,
136,03/20/22 10:28:21 AM,20.246,,,,
137,03/20/22 10:58:21 AM,20.293,,,,
138,03/20/22 11:28:21 AM,20.341,,,,
139,03/20/22 11:58:21 AM,20.341,,,,
140,03/20/22 12:28:21 PM,20.365,,,,
141,03/20/22 12:58:21 PM,20.388,,,,
142,03/20/22 01:28:21 PM,20.484,,,,
143,03/20/22 01:58:21 PM,20.484,,,,
144,03/20/22 02:28:21 PM,20.484,,,,
145,03/20/22 02:58:21 PM,20.484,,,,
146,03/20/22 03:28:21 PM,20.531,,,,
147,03/20/22 03:58:21 PM,20.579,,,,
148,03/20/22 04:28:21 PM,20.579,,,,
149,03/20/22 04:58:21 PM,20.579,,,,
150,03/20/22 05:28:21 PM,20.579,,,,
151,03/20/22 05:58:21 PM,20.627,,,,
152,03/20/22 06:28:21 PM,20.650,,,,
153,03/20/22 06:58:21 PM,20.674,,,,
154,03/20/22 07:28:21 PM,20.674,,,,
155,03/20/22 07:58:21 PM,20.698,,,,
156,03/20/22 08:28:21 PM,20.722,,,,
157,03/20/22 08:58:21 PM,20.698,,,,
158,03/20/22 09:28:21 PM,20.674,,,,
159,03/20/22 09:58:21 PM,20.650,,,,
160,03/20/22 10:28:21 PM,20.698,,,,
161,03/20/22 10:58:21 PM,20.722,,,,
162,03/20/22 11:28:21 PM,20.674,,,,
163,03/20/22 11:58:21 PM,20.650,,,,
164,03/21/22 12:28:21 AM,20.627,,,,
165,03/21/22 12:58:21 AM,20.650,,,,
166,03/21/22 01:28:21 AM,20.603,,,,
167,03/21/22 01:58:21 AM,20.555,,,,
168,03/21/22 02:28:21 AM,20.507,,,,
169,03/21/22 02:58:21 AM,20.484,,,,
170,03/21/22 03:28:21 AM,20.484,,,,
171,03/21/22 03:58:21 AM,20.412,,,,
172,03/21/22 04:28:21 AM,20.365,,,,
173,03/21/22 04:58:21 AM,20.317,,,,
174,03/21/22 05:28:21 AM,20.293,,,,
175,03/21/22 05:58:21 AM,20.269,,,,
176,03/21/22 06:28:21 AM,20.198,,,,
177,03/21/22 06:58:21 AM,20.150,,,,
178,03/21/22 07:28:21 AM,20.126,,,,
179,03/21/22 07:58:21 AM,20.150,,,,
180,03/21/22 08:28:21 AM,20.341,,,,
181,03/21/22 08:58:21 AM,20.388,,,,
182,03/21/22 09:28:21 AM,20.436,,,,
183,03/21/22 09:58:21 AM,20.531,,,,
184,03/21/22 10:28:21 AM,20.531,,,,
185,03/21/22 10:58:21 AM,20.484,,,,
186,03/21/22 11:28:21 AM,20.507,,,,
187,03/21/22 11:58:21 AM,20.531,,,,
188,03/21/22 12:28:21 PM,20.436,,,,
189,03/21/22 12:58:21 PM,20.484,,,,
190,03/21/22 01:28:21 PM,20.507,,,,
191,03/21/22 01:58:21 PM,20.555,,,,
192,03/21/22 02:28:21 PM,20.579,,,,
193,03/21/22 02:58:21 PM,20.650,,,,
194,03/21/22 03:28:21 PM,20.698,,,,
195,03/21/22 03:58:21 PM,20.627,,,,
196,03/21/22 04:28:21 PM,20.627,,,,
197,03/21/22 04:58:21 PM,20.674,,,,
198,03/21/22 05:28:21 PM,20.746,,,,
199,03/21/22 05:58:21 PM,20.722,,,,
200,03/21/22 06:28:21 PM,20.698,,,,
201,03/21/22 06:58:21 PM,20.698,,,,
202,03/21/22 07:28:21 PM,20.746,,,,
203,03/21/22 07:58:21 PM,20.746,,,,
204,03/21/22 08:28:21 PM,20.722,,,,
205,03/21/22 08:58:21 PM,20.722,,,,
206,03/21/22 09:28:21 PM,20.722,,,,
207,03/21/22 09:58:21 PM,20.746,,,,
208,03/21/22 10:28:21 PM,20.722,,,,
209,03/21/22 10:58:21 PM,20.674,,,,
210,03/21/22 11:28:21 PM,20.627,,,,
211,03/21/22 11:58:21 PM,20.603,,,,
212,03/22/22 12:28:21 AM,20.627,,,,
213,03/22/22 12:58:21 AM,20.627,,,,
214,03/22/22 01:28:21 AM,20.555,,,,
215,03/22/22 01:58:21 AM,20.531,,,,
216,03/22/22 02:28:21 AM,20.531,,,,
217,03/22/22 02:58:21 AM,20.579,,,,
218,03/22/22 03:28:21 AM,20.603,,,,
219,03/22/22 03:58:21 AM,20.555,,,,
220,03/22/22 04:28:21 AM,20.507,,,,
221,03/22/22 04:58:21 AM,20.484,,,,
222,03/22/22 05:28:21 AM,20.507,,,,
223,03/22/22 05:58:21 AM,20.507,,,,
224,03/22/22 06:28:21 AM,20.460,,,,
225,03/22/22 06:58:21 AM,20.412,,,,
226,03/22/22 07:28:21 AM,20.388,,,,
227,03/22/22 07:58:21 AM,20.412,,,,
228,03/22/22 08:28:21 AM,20.388,,,,
229,03/22/22 08:58:21 AM,20.388,,,,
230,03/22/22 09:28:21 AM,20.388,,,,
231,03/22/22 09:58:21 AM,20.460,,,,
232,03/22/22 10:28:21 AM,20.579,,,,
233,03/22/22 10:58:21 AM,20.603,,,,
234,03/22/22 11:28:21 AM,20.603,,,,
235,03/22/22 11:58:21 AM,20.627,,,,
236,03/22/22 12:28:21 PM,20.674,,,,
237,03/22/22 12:58:21 PM,20.722,,,,
238,03/22/22 01:28:21 PM,20.746,,,,
239,03/22/22 01:58:21 PM,20.770,,,,
240,03/22/22 02:28:21 PM,20.698,,,,
241,03/22/22 02:58:21 PM,20.817,,,,
242,03/22/22 03:28:21 PM,20.817,,,,
243,03/22/22 03:58:21 PM,20.865,,,,
244,03/22/22 04:28:21 PM,20.865,,,,
245,03/22/22 04:58:21 PM,20.841,,,,
246,03/22/22 05:28:21 PM,20.865,,,,
247,03/22/22 05:58:21 PM,20.865,,,,
248,03/22/22 06:28:21 PM,20.865,,,,
249,03/22/22 06:58:21 PM,20.865,,,,
250,03/22/22 07:28:21 PM,20.865,,,,
251,03/22/22 07:58:21 PM,20.936,,,,
252,03/22/22 08:28:21 PM,20.913,,,,
253,03/22/22 08:58:21 PM,20.865,,,,
254,03/22/22 09:28:21 PM,20.817,,,,
255,03/22/22 09:58:21 PM,20.889,,,,
256,03/22/22 10:28:21 PM,20.889,,,,
257,03/22/22 10:58:21 PM,20.865,,,,
258,03/22/22 11:28:21 PM,20.841,,,,
259,03/22/22 11:58:21 PM,20.817,,,,
260,03/23/22 12:28:21 AM,20.841,,,,
261,03/23/22 12:58:21 AM,20.865,,,,
262,03/23/22 01:28:21 AM,20.865,,,,
263,03/23/22 01:58:21 AM,20.817,,,,
264,03/23/22 02:28:21 AM,20.817,,,,
265,03/23/22 02:58:21 AM,20.865,,,,
266,03/23/22 03:28:21 AM,20.865,,,,
267,03/23/22 03:58:21 AM,20.841,,,,
268,03/23/22 04:28:21 AM,20.817,,,,
269,03/23/22 04:58:21 AM,20.817,,,,
270,03/23/22 05:28:21 AM,20.841,,,,
271,03/23/22 05:58:21 AM,20.841,,,,
272,03/23/22 06:28:21 AM,20.817,,,,
273,03/23/22 06:58:21 AM,20.817,,,,
274,03/23/22 07:28:21 AM,20.817,,,,
275,03/23/22 07:58:21 AM,20.841,,,,
276,03/23/22 08:28:21 AM,20.841,,,,
277,03/23/22 08:58:21 AM,20.817,,,,
278,03/23/22 09:28:21 AM,20.817,,,,
279,03/23/22 09:58:21 AM,20.865,,,,
280,03/23/22 10:28:21 AM,20.865,,,,
281,03/23/22 10:58:21 AM,20.984,,,,
282,03/23/22 11:28:21 AM,20.793,,,,
283,03/23/22 11:58:21 AM,21.032,,,,
284,03/23/22 12:28:21 PM,21.103,,,,
285,03/23/22 12:58:21 PM,21.056,,,,
286,03/23/22 01:28:21 PM,20.984,,,,
287,03/23/22 01:58:21 PM,20.960,,,,
288,03/23/22 02:28:21 PM,20.960,,,,
289,03/23/22 02:58:21 PM,21.008,,,,
290,03/23/22 03:28:21 PM,21.032,,,,
291,03/23/22 03:58:21 PM,21.008,,,,
292,03/23/22 04:28:21 PM,21.008,,,,
293,03/23/22 04:58:21 PM,21.008,,,,
294,03/23/22 05:28:21 PM,21.056,,,,
295,03/23/22 05:58:21 PM,21.079,,,,
296,03/23/22 06:28:21 PM,21.032,,,,
297,03/23/22 06:58:21 PM,21.008,,,,
298,03/23/22 07:28:21 PM,20.984,,,,
299,03/23/22 07:58:21 PM,21.032,,,,
300,03/23/22 08:28:21 PM,21.079,,,,
301,03/23/22 08:58:21 PM,21.056,,,,
302,03/23/22 09:28:21 PM,21.032,,,,
303,03/23/22 09:58:21 PM,20.984,,,,
304,03/23/22 10:28:21 PM,21.032,,,,
305,03/23/22 10:58:21 PM,21.056,,,,
306,03/23/22 11:28:21 PM,20.984,,,,
307,03/23/22 11:58:21 PM,20.960,,,,
308,03/24/22 12:28:21 AM,20.960,,,,
309,03/24/22 12:58:21 AM,20.960,,,,
310,03/24/22 01:28:21 AM,20.984,,,,
311,03/24/22 01:58:21 AM,20.960,,,,
312,03/24/22 02:28:21 AM,20.913,,,,
313,03/24/22 02:58:21 AM,20.889,,,,
314,03/24/22 03:28:21 AM,20.889,,,,
315,03/24/22 03:58:21 AM,20.889,,,,
316,03/24/22 04:28:21 AM,20.841,,,,
317,03/24/22 04:58:21 AM,20.793,,,,
318,03/24/22 05:28:21 AM,20.770,,,,
319,03/24/22 05:58:21 AM,20.793,,,,
320,03/24/22 06:28:21 AM,20.770,,,,
321,03/24/22 06:58:21 AM,20.722,,,,
322,03/24/22 07:28:21 AM,20.698,,,,
323,03/24/22 07:58:21 AM,20.698,,,,
324,03/24/22 08:28:21 AM,20.722,,,,
325,03/24/22 08:58:21 AM,20.722,,,,
326,03/24/22 09:28:21 AM,20.674,,,,
327,03/24/22 09:58:21 AM,20.627,,,,
328,03/24/22 10:28:21 AM,20.650,,,,
329,03/24/22 10:58:21 AM,20.698,,,,
330,03/24/22 11:28:21 AM,20.746,,,,
331,03/24/22 11:58:21 AM,20.817,,,,
332,03/24/22 12:28:21 PM,20.913,,,,
333,03/24/22 12:58:21 PM,21.032,,,,
334,03/24/22 01:28:21 PM,20.793,,,,
335,03/24/22 01:58:21 PM,20.865,,,,
336,03/24/22 02:28:21 PM,20.913,,,,
337,03/24/22 02:58:21 PM,20.841,,,,
338,03/24/22 03:28:21 PM,20.960,,,,
339,03/24/22 03:58:21 PM,20.865,,,,
340,03/24/22 04:28:21 PM,20.913,,,,
341,03/24/22 04:58:21 PM,20.913,,,,
342,03/24/22 05:28:21 PM,20.841,,,,
343,03/24/22 05:58:21 PM,20.960,,,,
344,03/24/22 06:28:21 PM,20.960,,,,
345,03/24/22 06:58:21 PM,20.913,,,,
346,03/24/22 07:28:21 PM,20.817,,,,
347,03/24/22 07:58:21 PM,20.841,,,,
348,03/24/22 08:28:21 PM,20.841,,,,
349,03/24/22 08:58:21 PM,20.865,,,,
350,03/24/22 09:28:21 PM,20.865,,,,
351,03/24/22 09:58:21 PM,20.841,,,,
352,03/24/22 10:28:21 PM,20.841,,,,
353,03/24/22 10:58:21 PM,20.865,,,,
354,03/24/22 11:28:21 PM,20.817,,,,
355,03/24/22 11:58:21 PM,20.770,,,,
356,03/25/22 12:28:21 AM,20.722,,,,
357,03/25/22 12:58:21 AM,20.722,,,,
358,03/25/22 01:28:21 AM,20.746,,,,
359,03/25/22 01:58:21 AM,20.698,,,,
360,03/25/22 02:28:21 AM,20.650,,,,
361,03/25/22 02:58:21 AM,20.579,,,,
362,03/25/22 03:28:21 AM,20.603,,,,
363,03/25/22 03:58:21 AM,20.579,,,,
364,03/25/22 04:28:21 AM,20.531,,,,
365,03/25/22 04:58:21 AM,20.460,,,,
366,03/25/22 05:28:21 AM,20.412,,,,
367,03/25/22 05:58:21 AM,20.412,,,,
368,03/25/22 06:28:21 AM,20.412,,,,
369,03/25/22 06:58:21 AM,20.365,,,,
370,03/25/22 07:28:21 AM,20.317,,,,
371,03/25/22 07:58:21 AM,20.293,,,,
372,03/25/22 08:28:21 AM,20.317,,,,
373,03/25/22 08:58:21 AM,20.341,,,,
374,03/25/22 09:28:21 AM,20.317,,,,
375,03/25/22 09:58:21 AM,20.317,,,,
376,03/25/22 10:28:21 AM,20.341,,,,
377,03/25/22 10:58:21 AM,20.436,,,,
378,03/25/22 11:28:21 AM,20.484,,,,
379,03/25/22 11:58:21 AM,20.507,,,,
380,03/25/22 12:28:21 PM,20.555,,,,
381,03/25/22 12:58:21 PM,20.627,,,,
382,03/25/22 01:28:21 PM,20.698,,,,
383,03/25/22 01:58:21 PM,20.698,,,,
384,03/25/22 02:28:21 PM,20.674,,,,
385,03/25/22 02:58:21 PM,20.674,,,,
386,03/25/22 03:28:21 PM,20.698,,,,
387,03/25/22 03:58:21 PM,20.746,,,,
388,03/25/22 04:28:21 PM,20.746,,,,
389,03/25/22 04:58:21 PM,20.698,,,,
390,03/25/22 05:28:21 PM,20.698,,,,
391,03/25/22 05:58:21 PM,20.722,,,,
392,03/25/22 06:28:21 PM,20.770,,,,
393,03/25/22 06:58:21 PM,20.746,,,,
394,03/25/22 07:28:21 PM,20.698,,,,
395,03/25/22 07:58:21 PM,20.674,,,,
396,03/25/22 08:28:21 PM,20.674,,,,
397,03/25/22 08:58:21 PM,20.674,,,,
398,03/25/22 09:28:21 PM,20.650,,,,
399,03/25/22 09:58:21 PM,20.603,,,,
400,03/25/22 10:28:21 PM,20.579,,,,
401,03/25/22 10:58:21 PM,20.627,,,,
402,03/25/22 11:28:21 PM,20.627,,,,
403,03/25/22 11:58:21 PM,20.579,,,,
404,03/26/22 12:28:21 AM,20.531,,,,
405,03/26/22 12:58:21 AM,20.484,,,,
406,03/26/22 01:28:21 AM,20.531,,,,
407,03/26/22 01:58:21 AM,20.507,,,,
408,03/26/22 02:28:21 AM,20.460,,,,
409,03/26/22 02:58:21 AM,20.412,,,,
410,03/26/22 03:28:21 AM,20.412,,,,
411,03/26/22 03:58:21 AM,20.436,,,,
412,03/26/22 04:28:21 AM,20.412,,,,
413,03/26/22 04:58:21 AM,20.365,,,,
414,03/26/22 05:28:21 AM,20.317,,,,
415,03/26/22 05:58:21 AM,20.293,,,,
416,03/26/22 06:28:21 AM,20.317,,,,
417,03/26/22 06:58:21 AM,20.293,,,,
418,03/26/22 07:28:21 AM,20.246,,,,
419,03/26/22 07:58:21 AM,20.198,,,,
420,03/26/22 08:28:21 AM,20.198,,,,
421,03/26/22 08:58:21 AM,20.246,,,,
422,03/26/22 09:28:21 AM,20.246,,,,
423,03/26/22 09:58:21 AM,20.222,,,,
424,03/26/22 10:28:21 AM,20.198,,,,
425,03/26/22 10:58:21 AM,20.198,,,,
426,03/26/22 11:28:21 AM,20.222,,,,
427,03/26/22 11:58:21 AM,20.222,,,,
428,03/26/22 12:28:21 PM,20.246,,,,
429,03/26/22 12:58:21 PM,20.269,,,,
430,03/26/22 01:28:21 PM,20.365,,,,
431,03/26/22 01:58:21 PM,20.436,,,,
432,03/26/22 02:28:21 PM,20.460,,,,
433,03/26/22 02:58:21 PM,20.460,,,,
434,03/26/22 03:28:21 PM,20.484,,,,
435,03/26/22 03:58:21 PM,20.531,,,,
436,03/26/22 04:28:21 PM,20.579,,,,
437,03/26/22 04:58:21 PM,20.579,,,,
438,03/26/22 05:28:21 PM,20.579,,,,
439,03/26/22 05:58:21 PM,20.579,,,,
440,03/26/22 06:28:21 PM,20.603,,,,
441,03/26/22 06:58:21 PM,20.603,,,,
442,03/26/22 07:28:21 PM,20.603,,,,
443,03/26/22 07:58:21 PM,20.603,,,,
444,03/26/22 08:28:21 PM,20.603,,,,
445,03/26/22 08:58:21 PM,20.627,,,,
446,03/26/22 09:28:21 PM,20.603,,,,
447,03/26/22 09:58:21 PM,20.579,,,,
448,03/26/22 10:28:21 PM,20.531,,,,
449,03/26/22 10:58:21 PM,20.555,,,,
450,03/26/22 11:28:21 PM,20.579,,,,
451,03/26/22 11:58:21 PM,20.531,,,,
452,03/27/22 12:28:21 AM,20.484,,,,
453,03/27/22 12:58:21 AM,20.436,,,,
454,03/27/22 01:28:21 AM,20.460,,,,
455,03/27/22 01:58:21 AM,20.460,,,,
456,03/27/22 02:28:21 AM,20.436,,,,
457,03/27/22 02:58:21 AM,20.388,,,,
458,03/27/22 03:28:21 AM,20.341,,,,
459,03/27/22 03:58:21 AM,20.388,,,,
460,03/27/22 04:28:21 AM,20.412,,,,
461,03/27/22 04:58:21 AM,20.388,,,,
462,03/27/22 05:28:21 AM,20.341,,,,
463,03/27/22 05:58:21 AM,20.317,,,,
464,03/27/22 06:28:21 AM,20.317,,,,
465,03/27/22 06:58:21 AM,20.293,,,,
466,03/27/22 07:28:21 AM,20.246,,,,
467,03/27/22 07:58:21 AM,20.198,,,,
468,03/27/22 08:28:21 AM,20.174,,,,
469,03/27/22 08:58:21 AM,20.198,,,,
470,03/27/22 09:28:21 AM,20.198,,,,
471,03/27/22 09:58:21 AM,20.198,,,,
472,03/27/22 10:28:21 AM,20.198,,,,
473,03/27/22 10:58:21 AM,20.222,,,,
474,03/27/22 11:28:21 AM,20.269,,,,
475,03/27/22 11:58:21 AM,20.293,,,,
476,03/27/22 12:28:21 PM,20.293,,,,
477,03/27/22 12:58:21 PM,20.317,,,,
478,03/27/22 01:28:21 PM,20.388,,,,
479,03/27/22 01:58:21 PM,20.460,,,,
480,03/27/22 02:28:21 PM,20.484,,,,
481,03/27/22 02:58:21 PM,20.484,,,,
482,03/27/22 03:28:21 PM,20.507,,,,
483,03/27/22 03:58:21 PM,20.579,,,,
484,03/27/22 04:28:21 PM,20.627,,,,
485,03/27/22 04:58:21 PM,20.627,,,,
486,03/27/22 05:28:21 PM,20.627,,,,
487,03/27/22 05:58:21 PM,20.627,,,,
488,03/27/22 06:28:21 PM,20.674,,,,
489,03/27/22 06:58:21 PM,20.674,,,,
490,03/27/22 07:28:21 PM,20.650,,,,
491,03/27/22 07:58:21 PM,20.627,,,,
492,03/27/22 08:28:21 PM,20.603,,,,
493,03/27/22 08:58:21 PM,20.627,,,,
494,03/27/22 09:28:21 PM,20.603,,,,
495,03/27/22 09:58:21 PM,20.555,,,,
496,03/27/22 10:28:21 PM,20.507,,,,
497,03/27/22 10:58:21 PM,20.531,,,,
498,03/27/22 11:28:21 PM,20.555,,,,
499,03/27/22 11:58:21 PM,20.555,,,,
500,03/28/22 12:28:21 AM,20.484,,,,
501,03/28/22 12:58:21 AM,20.460,,,,
502,03/28/22 01:28:21 AM,20.460,,,,
503,03/28/22 01:58:21 AM,20.484,,,,
504,03/28/22 02:28:21 AM,20.484,,,,
505,03/28/22 02:58:21 AM,20.436,,,,
506,03/28/22 03:28:21 AM,20.388,,,,
507,03/28/22 03:58:21 AM,20.388,,,,
508,03/28/22 04:28:21 AM,20.388,,,,
509,03/28/22 04:58:21 AM,20.365,,,,
510,03/28/22 05:28:21 AM,20.317,,,,
511,03/28/22 05:58:21 AM,20.246,,,,
512,03/28/22 06:28:21 AM,20.269,,,,
513,03/28/22 06:58:21 AM,20.293,,,,
514,03/28/22 07:28:21 AM,20.246,,,,
515,03/28/22 07:58:21 AM,20.222,,,,
516,03/28/22 08:28:21 AM,20.222,,,,
517,03/28/22 08:58:21 AM,20.388,,,,
518,03/28/22 09:28:21 AM,20.674,,,,
519,03/28/22 09:58:21 AM,20.984,,,,
520,03/28/22 10:28:21 AM,21.294,,,,
521,03/28/22 10:58:21 AM,21.318,,,,
522,03/28/22 11:28:21 AM,21.294,,,,
523,03/28/22 11:58:21 AM,21.390,,,,
524,03/28/22 12:28:21 PM,21.461,,,,
525,03/28/22 12:58:21 PM,21.533,,,,
526,03/28/22 01:28:21 PM,21.581,,,,
527,03/28/22 01:58:21 PM,21.628,,,,
528,03/28/22 02:28:21 PM,21.676,,,,
529,03/28/22 02:58:21 PM,21.724,,,,
530,03/28/22 03:28:21 PM,22.130,,,,
531,03/28/22 03:58:21 PM,22.657,,,,
532,03/28/22 04:28:21 PM,22.824,,,,
533,03/28/22 04:58:21 PM,22.944,,,,
534,03/28/22 05:28:21 PM,22.920,,,,
535,03/28/22 05:58:21 PM,22.633,,,,
536,03/28/22 06:28:21 PM,22.489,,,,
537,03/28/22 06:58:21 PM,22.393,,,,
538,03/28/22 07:28:21 PM,22.345,,,,
539,03/28/22 07:58:21 PM,22.298,,,,
540,03/28/22 08:28:21 PM,22.058,,,,
541,03/28/22 08:58:21 PM,21.772,,,,
542,03/28/22 09:28:21 PM,21.509,,,,
543,03/28/22 09:58:21 PM,21.437,,,,
544,03/28/22 10:28:21 PM,21.461,,,,
545,03/28/22 10:58:21 PM,21.557,,,,
546,03/28/22 11:28:21 PM,21.604,,,,
547,03/28/22 11:58:21 PM,21.604,,,,
548,03/29/22 12:28:21 AM,21.628,,,,
